filename,sum_total_global,ratio_top_bottom,center_of_mass_y,avg_percent_above_threshold,horizontal_vs_vertical_ratio,max_overall,mean_of_means,std_of_means,mean_signed_vertical,mean_signed_horizontal
img_096.jpg,12738.370117,0.742855,0.575683,0.304574,0.926246,1.000000,0.111070,0.103047,0.050521,0.054544
img_098.jpg,9077.310547,0.472395,0.613922,0.255502,0.769689,1.000000,0.079148,0.043734,0.046012,0.059780
img_099.jpg,15280.021484,0.962920,0.524542,0.380110,0.846312,1.000000,0.133231,0.127211,0.059567,0.070384
img_100.jpg,13820.902344,0.829929,0.539390,0.398132,0.933029,1.000000,0.120509,0.077171,0.069775,0.074783
img_101.jpg,16947.230469,0.975745,0.499827,0.467242,1.345395,1.000000,0.147768,0.078786,0.106959,0.079500
img_102.jpg,5859.943848,1.092613,0.479681,0.093619,1.351004,1.000000,0.051095,0.038110,0.033657,0.024913
img_103.jpg,21002.341797,1.320560,0.465186,0.512721,0.636312,1.000000,0.183126,0.124438,0.086535,0.135994
img_105.jpg,4975.910156,0.487033,0.596924,0.103115,0.992715,1.000000,0.043386,0.017151,0.031795,0.032028
img_106.jpg,16743.126953,0.615109,0.579755,0.381714,1.198630,1.000000,0.145988,0.165224,0.053522,0.044653
img_107.jpg,4856.214355,0.728175,0.597989,0.093733,0.843017,1.000000,0.042343,0.027059,0.024728,0.029333
img_108.jpg,6359.282227,0.674071,0.576966,0.094125,1.323372,1.000000,0.055449,0.043511,0.030831,0.023297
img_110.jpg,14092.351562,0.657500,0.563079,0.396511,0.679152,1.000000,0.122876,0.057803,0.076740,0.112994
img_111.jpg,6792.879883,0.503010,0.661920,0.215210,0.567693,1.000000,0.059229,0.048153,0.022222,0.039144
img_112.jpg,7095.191406,0.368629,0.693340,0.197518,0.519443,1.000000,0.061865,0.046009,0.024306,0.046792
img_113.jpg,11218.478516,0.362702,0.658380,0.286883,0.659999,1.000000,0.097817,0.068429,0.048612,0.073654
img_114.jpg,11694.942383,0.605997,0.605027,0.277675,0.763960,1.000000,0.101972,0.101702,0.039089,0.051166
img_115.jpg,4514.405273,0.809089,0.518783,0.095851,2.208992,1.000000,0.039362,0.020161,0.036883,0.016697
img_116.jpg,11464.690430,0.586036,0.614644,0.275120,0.871979,1.000000,0.099964,0.101391,0.038990,0.044715
img_117.jpg,16757.763672,0.603547,0.570250,0.369742,1.011523,1.000000,0.146116,0.166857,0.045447,0.044930
img_118.jpg,13152.050781,0.696594,0.570466,0.368277,1.167937,1.000000,0.114677,0.113581,0.056450,0.048333
img_119.jpg,10693.394531,0.630179,0.565611,0.263951,1.586392,1.000000,0.093239,0.092474,0.048280,0.030434
img_120.jpg,7604.769043,0.574454,0.596566,0.242841,1.556374,1.000000,0.066308,0.054766,0.039079,0.025109
img_121.jpg,10124.569336,0.686484,0.558393,0.292106,1.880319,1.000000,0.088279,0.065251,0.058318,0.031015
img_123.jpg,4931.188965,0.767289,0.512147,0.095389,1.535404,1.000000,0.042997,0.026573,0.034497,0.022468
img_124.jpg,5115.172363,0.418399,0.614139,0.115313,1.831926,1.000000,0.044601,0.019899,0.047071,0.025695
img_125.jpg,7689.359375,0.934160,0.519780,0.198417,2.100724,1.000000,0.067046,0.051620,0.054136,0.025770
img_126.jpg,4526.560059,0.501878,0.591767,0.101998,2.077018,1.000000,0.039468,0.013662,0.039662,0.019096
img_127.jpg,16535.201172,0.741254,0.555774,0.413409,1.183820,1.000000,0.144176,0.105697,0.083082,0.070182
img_128.jpg,5336.197266,0.764623,0.555402,0.077166,2.636364,1.000000,0.046528,0.024351,0.044257,0.016787
img_130.jpg,14427.695312,0.711104,0.550265,0.361659,1.250050,1.000000,0.125800,0.138833,0.054007,0.043204
img_131.jpg,10921.530273,0.682228,0.558839,0.274859,1.910011,1.000000,0.095228,0.083545,0.060163,0.031499
img_132.jpg,13931.219727,0.848276,0.512564,0.372672,1.063007,1.000000,0.121471,0.073457,0.085216,0.080165
img_133.jpg,9277.529297,0.561139,0.591363,0.306588,1.126857,1.000000,0.080894,0.044840,0.056463,0.050107
img_134.jpg,11375.492188,0.547326,0.619101,0.291582,0.887085,1.000000,0.099186,0.082763,0.048821,0.055035
img_135.jpg,15982.774414,0.994974,0.496581,0.455593,0.847833,1.000000,0.139359,0.081801,0.079472,0.093735
img_136.jpg,8596.292969,0.491731,0.597966,0.244385,1.091531,1.000000,0.074954,0.038877,0.058732,0.053807
img_137.jpg,9849.143555,0.865975,0.533308,0.246783,1.493791,1.000000,0.085878,0.076760,0.048950,0.032769
img_138.jpg,5666.295410,0.822989,0.545608,0.095799,1.464294,1.000000,0.049406,0.032443,0.035580,0.024298
img_139.jpg,12007.375000,0.693910,0.582941,0.274405,0.824182,1.000000,0.104696,0.094405,0.043558,0.052850
img_140.jpg,9888.751953,0.584744,0.588240,0.274876,1.282189,1.000000,0.086223,0.074575,0.051876,0.040459
img_142.jpg,9908.774414,1.267125,0.466444,0.272496,1.173252,1.000000,0.086398,0.069406,0.051026,0.043491
img_145.jpg,7946.828613,1.440542,0.471353,0.217773,1.188635,1.000000,0.069291,0.053722,0.040752,0.034284
img_146.jpg,9312.348633,0.557495,0.578070,0.241307,1.568030,1.000000,0.081197,0.062179,0.059762,0.038113
img_147.jpg,5939.989258,0.326550,0.627766,0.118705,1.918568,1.000000,0.051793,0.025539,0.042243,0.022018
img_148.jpg,14269.705078,0.681854,0.567104,0.371643,1.100782,1.000000,0.124422,0.093021,0.074731,0.067889
img_149.jpg,8681.124023,1.059968,0.502977,0.249233,1.369304,1.000000,0.075693,0.063103,0.047257,0.034511
img_150.jpg,7616.520020,0.718517,0.583399,0.245667,0.856586,1.000000,0.066411,0.055734,0.031527,0.036805
img_151.jpg,21134.507812,0.947172,0.509790,0.565839,0.751088,1.000000,0.184278,0.070319,0.117748,0.156770
img_152.jpg,15300.261719,0.825712,0.537208,0.462847,0.536833,1.000000,0.133408,0.036099,0.070398,0.131135
img_153.jpg,10697.814453,0.598968,0.615877,0.272522,0.648400,1.000000,0.093278,0.079102,0.036376,0.056101
img_155.jpg,15031.503906,0.905004,0.544400,0.300642,0.969248,1.000000,0.131064,0.118863,0.060994,0.062929
img_156.jpg,8835.133789,0.684784,0.578378,0.248893,1.454849,1.000000,0.077036,0.052680,0.048717,0.033486
img_157.jpg,9913.849609,0.383101,0.661480,0.240583,0.654910,1.000000,0.086442,0.078633,0.032606,0.049787
img_158.jpg,8777.173828,0.528941,0.645231,0.216544,0.608030,1.000000,0.076531,0.057321,0.030130,0.049554
img_160.jpg,10920.429688,0.539418,0.624482,0.247149,0.967768,1.000000,0.095219,0.080847,0.044979,0.046477
img_161.jpg,11621.438477,0.616677,0.572516,0.282889,1.790354,1.000000,0.101331,0.091266,0.064261,0.035893
img_162.jpg,21857.958984,1.068503,0.500299,0.455479,0.851570,1.000000,0.190586,0.205854,0.071138,0.083537
img_163.jpg,9248.203125,0.387353,0.672540,0.226345,0.699224,1.000000,0.080638,0.073895,0.030533,0.043667
img_164.jpg,8523.909180,0.365280,0.679217,0.231663,0.811330,1.000000,0.074323,0.064790,0.032167,0.039647
img_165.jpg,6686.295410,0.936855,0.523468,0.225403,0.987205,1.000000,0.058300,0.042119,0.033596,0.034032
img_167.jpg,12725.265625,0.541756,0.616636,0.315456,0.912214,1.000000,0.110956,0.087827,0.058115,0.063708
img_168.jpg,9416.283203,0.615299,0.608054,0.248526,0.621279,1.000000,0.082103,0.075756,0.029372,0.047277
img_169.jpg,9050.381836,0.582251,0.610979,0.256051,0.662815,1.000000,0.078913,0.061554,0.033431,0.050438
img_170.jpg,10856.007812,0.646501,0.599768,0.263367,1.331183,1.000000,0.094657,0.099168,0.042910,0.032235
img_171.jpg,8395.247070,0.837686,0.564673,0.216710,1.053836,1.000000,0.073201,0.070194,0.034770,0.032994
img_172.jpg,8835.976562,1.089031,0.498939,0.247794,1.710487,1.000000,0.077044,0.056181,0.055688,0.032557
img_173.jpg,7317.598145,0.834506,0.543172,0.180769,1.281395,1.000000,0.063804,0.046728,0.040126,0.031314
img_174.jpg,7550.321289,0.561926,0.647672,0.228298,0.585494,1.000000,0.065834,0.051190,0.026723,0.045642
img_175.jpg,8806.287109,0.748330,0.557302,0.275356,1.216810,1.000000,0.076785,0.061835,0.042500,0.034927
img_176.jpg,7519.130859,0.991822,0.509551,0.249363,1.605753,1.000000,0.065562,0.043122,0.047119,0.029344
img_177.jpg,10882.408203,0.694317,0.566118,0.282200,1.279239,1.000000,0.094887,0.083177,0.055053,0.043036
img_178.jpg,11507.685547,0.580513,0.578388,0.319528,1.729202,1.000000,0.100339,0.074768,0.063473,0.036707
img_179.jpg,10677.712891,0.676292,0.589793,0.281328,0.923437,1.000000,0.093102,0.074907,0.049073,0.053141
img_180.jpg,4441.507324,0.937136,0.491684,0.091099,1.092221,1.000000,0.038727,0.018514,0.031764,0.029082
img_181.jpg,8734.764648,0.458173,0.606644,0.236372,0.725977,1.000000,0.076161,0.028037,0.049382,0.068021
img_182.jpg,7258.056641,0.738611,0.549452,0.229152,1.596713,1.000000,0.063285,0.054582,0.043881,0.027482
img_183.jpg,11471.611328,1.115262,0.495275,0.303816,1.474697,1.000000,0.100025,0.068073,0.084726,0.057453
img_184.jpg,4801.563965,0.988282,0.533635,0.108093,1.140337,1.000000,0.041866,0.021876,0.029654,0.026005
img_185.jpg,6367.274902,0.260897,0.709788,0.159258,1.002396,1.000000,0.055518,0.039609,0.029790,0.029719
img_186.jpg,11896.989258,0.689124,0.561506,0.354710,1.768464,1.000000,0.103734,0.038107,0.108271,0.061223
img_187.jpg,13703.503906,0.671176,0.583303,0.363220,1.290197,1.000000,0.119485,0.060746,0.093286,0.072303
img_188.jpg,13801.632812,0.655571,0.581092,0.346566,1.334469,1.000000,0.120341,0.090003,0.079398,0.059498
img_189.jpg,7478.686523,0.529541,0.611172,0.235875,1.112824,1.000000,0.065209,0.037866,0.046422,0.041716
img_190.jpg,15496.188477,0.733817,0.550724,0.394627,1.135993,1.000000,0.135116,0.089420,0.086358,0.076020
img_191.jpg,12611.161133,0.653478,0.590923,0.332363,1.534930,1.000000,0.109961,0.075390,0.084468,0.055031
img_192.jpg,15258.248047,0.613984,0.588631,0.386710,1.469205,1.000000,0.133041,0.092150,0.094754,0.064493
img_193.jpg,15201.283203,0.797902,0.543788,0.435852,1.922117,1.000000,0.132545,0.069846,0.119814,0.062334
img_194.jpg,7743.674805,0.444345,0.670596,0.200718,0.792115,1.000000,0.067519,0.060084,0.027910,0.035235
img_195.jpg,14066.461914,0.841629,0.549225,0.351057,1.511546,1.000000,0.122650,0.081429,0.096241,0.063670
img_196.jpg,13587.854492,0.600140,0.600551,0.307425,1.186264,1.000000,0.118477,0.094902,0.075297,0.063474
img_197.jpg,12500.962891,0.550944,0.610275,0.345381,0.932842,1.000000,0.109000,0.115698,0.043987,0.047154
img_198.jpg,8631.764648,0.790168,0.541674,0.254726,0.797171,1.000000,0.075263,0.052892,0.036645,0.045969
img_199.jpg,10872.790039,0.551896,0.593318,0.297555,1.036596,1.000000,0.094803,0.074998,0.047637,0.045955
img_200.jpg,5034.429199,0.941072,0.505538,0.118774,1.249610,1.000000,0.043897,0.019840,0.036345,0.029085
img_201.jpg,21299.683594,1.046589,0.497296,0.534005,0.787360,1.000000,0.185719,0.112079,0.102258,0.129875
img_202.jpg,13982.802734,0.510610,0.617407,0.385585,0.824211,1.000000,0.121920,0.094300,0.056054,0.068009
img_203.jpg,9914.052734,0.604815,0.620077,0.234654,0.778488,1.000000,0.086444,0.084617,0.035389,0.045458
img_204.jpg,13399.883789,0.729018,0.574179,0.325317,1.425512,1.000000,0.116838,0.077528,0.089797,0.062993
img_205.jpg,12422.638672,0.712131,0.587950,0.278268,0.855706,1.000000,0.108317,0.098065,0.047969,0.056057
img_206.jpg,7391.016113,0.653978,0.543542,0.238002,1.022314,1.000000,0.064445,0.045749,0.037051,0.036243
img_207.jpg,14957.386719,1.016101,0.490806,0.387129,1.308590,1.000000,0.130418,0.082776,0.092904,0.070996
img_208.jpg,11231.899414,0.956005,0.522575,0.278259,0.990654,1.000000,0.097934,0.085264,0.049162,0.049625
img_209.jpg,10519.835938,0.714016,0.580391,0.308123,0.913299,1.000000,0.091726,0.032670,0.066586,0.072907
img_210.jpg,9166.661133,0.453759,0.644913,0.229388,0.885541,1.000000,0.079927,0.058683,0.041818,0.047223
img_211.jpg,6384.589844,0.706053,0.527400,0.124416,1.437311,1.000000,0.055669,0.033595,0.042490,0.029562
img_212.jpg,7979.805664,0.804844,0.588180,0.236799,0.680953,1.000000,0.069578,0.041937,0.033680,0.049461
img_213.jpg,11547.933594,0.668435,0.582863,0.302054,0.535950,1.000000,0.100690,0.070955,0.039949,0.074539
img_214.jpg,12886.650391,0.521989,0.619652,0.315063,0.584740,1.000000,0.112363,0.081572,0.044808,0.076628
img_215.jpg,7130.024414,0.671229,0.592865,0.220415,1.602599,1.000000,0.062169,0.040215,0.043047,0.026861
img_216.jpg,10773.904297,0.722132,0.571141,0.241621,0.496058,1.000000,0.093941,0.078487,0.031265,0.063027
img_217.jpg,7494.571289,0.602573,0.556284,0.270176,1.132930,1.000000,0.065347,0.045369,0.039155,0.034561
img_218.jpg,7051.932617,0.613315,0.616788,0.224574,0.770684,1.000000,0.061488,0.035668,0.032905,0.042696
img_219.jpg,9271.629883,0.351540,0.687312,0.256478,0.480885,1.000000,0.080842,0.069482,0.025840,0.053734
img_220.jpg,7801.783203,0.529127,0.651925,0.223145,0.654415,1.000000,0.068026,0.055268,0.028902,0.044165
img_221.jpg,12979.937500,0.607378,0.582047,0.358355,1.214850,1.000000,0.113176,0.113089,0.044975,0.037021
img_224.jpg,4528.653320,0.443243,0.603485,0.096531,1.410406,1.000000,0.039487,0.018649,0.031480,0.022320
img_225.jpg,4443.466309,0.609828,0.614446,0.102356,1.356707,1.000000,0.038744,0.021760,0.027016,0.019913
img_226.jpg,7287.936523,0.594550,0.553943,0.188686,1.588272,1.000000,0.063546,0.040464,0.044974,0.028316
img_227.jpg,11956.583984,0.562113,0.607482,0.282985,1.196725,1.000000,0.104253,0.089065,0.053858,0.045005
img_228.jpg,9798.796875,0.658131,0.572817,0.283003,1.283796,1.000000,0.085439,0.073816,0.043592,0.033956
img_229.jpg,11606.414062,0.698098,0.562953,0.304138,1.630326,1.000000,0.101200,0.086475,0.065645,0.040265
img_232.jpg,4486.248047,0.478127,0.575412,0.084464,1.669199,1.000000,0.039117,0.015093,0.035709,0.021393
img_233.jpg,7044.906738,0.726896,0.567638,0.225202,1.488348,1.000000,0.061427,0.053887,0.035075,0.023567
img_234.jpg,5755.713867,0.739416,0.566185,0.101170,1.419562,1.000000,0.050186,0.036694,0.032353,0.022791
img_235.jpg,10490.645508,0.297498,0.672574,0.270682,0.974486,1.000000,0.091471,0.046186,0.060356,0.061936
img_236.jpg,9508.243164,0.815413,0.541818,0.266785,1.528030,1.000000,0.082905,0.075917,0.044083,0.028849
img_237.jpg,5879.272461,0.784187,0.521597,0.090690,1.200664,1.000000,0.051263,0.033694,0.031900,0.026569
img_238.jpg,5840.087891,0.620974,0.557062,0.091919,1.585330,1.000000,0.050922,0.035493,0.035784,0.022572
img_239.jpg,9851.343750,0.948755,0.493383,0.265451,1.324269,1.000000,0.085897,0.031096,0.069787,0.052699
img_240.jpg,3021.852051,1.509754,0.469605,0.048113,0.708155,1.000000,0.026348,0.010716,0.016780,0.023696
img_242.jpg,8504.071289,0.466804,0.612935,0.260917,1.286001,1.000000,0.074150,0.047334,0.051271,0.039869
img_243.jpg,6856.104492,1.047884,0.500899,0.146729,0.758483,1.000000,0.059780,0.037295,0.031607,0.041671
img_244.jpg,7180.101562,0.618004,0.560267,0.225865,1.142896,1.000000,0.062606,0.042481,0.040846,0.035739
img_245.jpg,8903.141602,0.782192,0.536182,0.260420,1.463760,1.000000,0.077629,0.066661,0.046196,0.031560
img_247.jpg,11246.962891,0.944481,0.514897,0.267988,1.246968,1.000000,0.098066,0.090249,0.056272,0.045127
img_248.jpg,11500.097656,0.563518,0.580313,0.331412,1.031487,1.000000,0.100273,0.100710,0.043488,0.042161
img_249.jpg,5302.883789,0.522463,0.567482,0.068952,0.866239,1.000000,0.046237,0.035710,0.024043,0.027756
img_250.jpg,6972.492188,1.053637,0.480902,0.211513,0.896108,1.000000,0.060795,0.044634,0.031798,0.035485
img_251.jpg,5788.403320,0.770710,0.544945,0.092808,0.937073,1.000000,0.050471,0.035225,0.029011,0.030959
img_252.jpg,7123.384277,0.627151,0.588894,0.223860,1.015103,1.000000,0.062111,0.043969,0.033545,0.033046
img_253.jpg,9371.851562,0.630239,0.579783,0.236546,1.243123,1.000000,0.081716,0.093569,0.032636,0.026253
img_254.jpg,8589.678711,0.638248,0.571912,0.268110,1.042084,1.000000,0.074896,0.049641,0.052758,0.050628
img_255.jpg,5966.371094,0.868700,0.522021,0.128775,1.619110,1.000000,0.052023,0.025425,0.043273,0.026726
img_256.jpg,5628.363770,0.709881,0.546718,0.110735,1.808578,1.000000,0.049075,0.030986,0.040923,0.022627
img_258.jpg,8543.928711,0.760242,0.532242,0.248038,1.229566,1.000000,0.074497,0.053503,0.047959,0.039005
img_259.jpg,8303.499023,0.999881,0.508687,0.253270,1.386490,1.000000,0.072401,0.048958,0.048804,0.035200
img_260.jpg,7423.308594,0.870869,0.531281,0.241656,1.416872,1.000000,0.064726,0.047929,0.041857,0.029542
img_261.jpg,4306.783203,0.795206,0.511722,0.079991,0.982501,1.000000,0.037552,0.021728,0.025400,0.025853
img_262.jpg,6588.665039,0.760053,0.561908,0.207153,1.159926,1.000000,0.057449,0.042997,0.035133,0.030289
img_263.jpg,8053.652832,0.667239,0.556984,0.244498,1.352702,1.000000,0.070222,0.049118,0.042321,0.031287
img_264.jpg,6825.984375,0.852485,0.526988,0.103864,1.045513,1.000000,0.059518,0.043849,0.034942,0.033421
img_265.jpg,9816.195312,0.889498,0.522850,0.256731,1.373339,1.000000,0.085590,0.069781,0.051575,0.037554
