filename,sum_total_global,ratio_top_bottom,center_of_mass_y,avg_percent_above_threshold,horizontal_vs_vertical_ratio,max_overall,mean_of_means,std_of_means,mean_signed_vertical,mean_signed_horizontal
img_066.jpg,3569.836426,1.345233,0.453393,0.065325,1.182915,1.000000,0.031127,0.019262,0.022913,0.019370
img_067.jpg,9102.499023,1.110864,0.507281,0.249887,1.273314,1.000000,0.079367,0.062896,0.048073,0.037755
img_068.jpg,7563.593262,0.609906,0.597910,0.214704,1.065746,1.000000,0.065949,0.044544,0.040076,0.037604
img_069.jpg,6812.850586,0.532345,0.583631,0.099766,1.407898,1.000000,0.059403,0.042599,0.038104,0.027065
img_071.jpg,13528.128906,0.696946,0.585232,0.294835,0.919914,1.000000,0.117956,0.109825,0.052064,0.056596
img_072.jpg,8170.337891,1.019588,0.482401,0.220808,0.883717,1.000000,0.071240,0.021225,0.059333,0.067140
img_073.jpg,6642.400879,0.441830,0.617872,0.201861,1.125236,1.000000,0.057917,0.043546,0.039892,0.035452
img_074.jpg,21791.509766,1.188896,0.482561,0.420680,0.604188,1.000000,0.190007,0.209338,0.053607,0.088726
img_075.jpg,13606.142578,0.921915,0.521857,0.358930,1.179398,1.000000,0.118636,0.089276,0.075101,0.063678
img_076.jpg,12249.941406,0.493810,0.601022,0.317200,0.640616,1.000000,0.106811,0.094972,0.043805,0.068380
img_077.jpg,10246.281250,0.857196,0.533575,0.293387,1.246388,1.000000,0.089340,0.073312,0.052151,0.041842
img_078.jpg,12173.006836,0.544999,0.611710,0.314619,1.602025,1.000000,0.106140,0.076162,0.079789,0.049805
img_079.jpg,6442.434570,0.748087,0.540772,0.161490,0.604338,1.000000,0.056174,0.030647,0.030320,0.050170
img_080.jpg,16324.833984,0.762225,0.545516,0.403652,0.829094,1.000000,0.142341,0.109512,0.067489,0.081401
img_082.jpg,13156.010742,0.654718,0.567225,0.359201,1.419870,1.000000,0.114711,0.091281,0.071601,0.050428
img_083.jpg,4254.530273,1.021515,0.540799,0.082720,1.729705,1.000000,0.037097,0.021774,0.031238,0.018060
img_084.jpg,11714.872070,0.721573,0.559129,0.319162,1.273780,1.000000,0.102146,0.082490,0.060376,0.047399
img_085.jpg,13845.325195,0.712514,0.556044,0.342355,1.024404,1.000000,0.120722,0.134921,0.049672,0.048489
img_087.jpg,11534.289062,0.951094,0.507968,0.326277,0.921623,1.000000,0.100571,0.063347,0.060400,0.065537
img_088.jpg,5830.437500,0.425590,0.651979,0.130755,1.533521,1.000000,0.050837,0.034449,0.033417,0.021791
img_089.jpg,4957.784668,0.468984,0.612672,0.113360,1.622476,1.000000,0.043228,0.029808,0.029844,0.018394
img_090.jpg,7419.170410,0.535507,0.629012,0.196010,1.111151,1.000000,0.064690,0.053575,0.032649,0.029383
img_091.jpg,17557.097656,0.681885,0.563637,0.432443,1.298887,1.000000,0.153086,0.138533,0.085222,0.065612
img_092.jpg,9428.645508,1.043246,0.495120,0.273307,1.224554,1.000000,0.082211,0.067372,0.047773,0.039013
img_093.jpg,6569.405273,0.620982,0.567440,0.108590,1.743489,1.000000,0.057281,0.043933,0.040042,0.022967
img_094.jpg,10173.435547,0.671694,0.569099,0.300746,0.732499,1.000000,0.088705,0.059539,0.039260,0.053598
img_095.jpg,9076.621094,0.504458,0.610141,0.256888,0.953517,1.000000,0.079142,0.047687,0.052917,0.055497
